,A,B,C,D,E,F,G,H,I
0,Ceftiofur (CF 30),CF,30,22.0,R,/home/ubuntu/02.WGS/01.AnyDisc/static/output/2024-04-24_16:57:08.jpg,9,Enterobacterales,451
